x;y;Acratosaura.mentalis;Adelophryne.baturitensis;Adelophryne.maranguapensis;Ameivula.nigrigula;Anodorhynchus.leari;Anopetia.gounellei;Anotosaura.vanzolinia;Antilophia.bokermanni;Augastes.lumachella;Callicebus.barbarabrownae;Colobosauroides.cearensis;Copeoglossum.arajara;Formicivora.iheringi;Glaucomastix.cyanura;Glaucomastix.venetacauda;Hemidactylus.agrius;Herpsilochmus.sellowi;Hylopezus.ochroleucus;Kerodon.rupestris;Leptodactylus.oreomantis;Lonchophylla.inexpectata;Megaxenops.parnaguae;Mesoclemmys.tuberculata;Myrmorchilus.strigilatus.strigilatus;Nothobachia.ablephara;Penelope.jacucaca;Phyllopezus.periosus;Placosoma.limaverdorum;Pristimantis.relictus;Procellosaurinus.erythrocercus;Psilops.mucugensis;Rhinella.casconi;Rhopornis.ardesiacus;Rupirana.cardosoi;Sakesphoroides.cristatus;Scriptosaura.catimbau;Stigmatura.budytoides.gracilis;Stigmatura.napensis.bahiae;Synallaxis.hellmayri;Tropidurus.cocorobensis;Tropidurus.erythrocephalus;Tropidurus.helenae;Tropidurus.jaguaribanus;Tropidurus.pinima;Tropidurus.semitaeniatus;Vanzosaura.multiscutata;Wiedomys.pyrrhorhinos;Xeronycteris.vieirai;wc2.1_30s_bio_1;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19
-40.1075;-11.8615;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.52916718;9.441666603;68.91727448;164.3646088;29.60000038;15.89999962;13.70000076;24.11666679;21.56666565;24.20000076;20.25;729;93;22;37.00695419;249;89;244;146
-40.1075;-7.9255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24.79999924;11.88333321;74.73793793;128.7703857;32.70000076;16.79999924;15.90000153;25.23333359;23.56666756;26.19999886;23.03333282;626;153;3;91.98603821;352;16;196;28
-40.1075;-7.1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.5625;10.57499981;72.4315033;113.5006027;32.20000076;17.60000038;14.60000038;24.20000076;24.08333397;26.03333282;23.20000076;767;200;2;102.5528564;478;13;111;61
-40.1075;-6.2855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.58333397;10.05000019;75.56390381;101.7423782;31.60000038;18.29999924;13.30000114;24.13333321;25.04999924;25.85000038;23.38333321;628;169;5;104.4547501;401;18;48;97
-40.0665;-14.3215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.20833397;7.533332825;62.77777481;156.2316742;25;13;12;20.38333321;18.13333321;20.91666603;17.10000038;887;117;43;33.02378464;318;144;268;175
-40.0665;-13.8295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.05833244;7.099999905;63.39284897;147.9685669;28.5;17.29999924;11.20000076;24.20000076;21.21666718;24.64999962;21.06666565;812;109;34;35.34276581;288;129;239;148
-40.0665;-7.8845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24.78750038;11.74166679;74.78768921;128.1356659;32.59999847;16.89999962;15.69999886;25.20000076;23.56666756;26.18333244;23.03333282;643;158;3;91.66118622;363;19;196;31
-40.0665;-7.8435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24.57500076;11.51666641;74.3010788;127.7871017;32.29999924;16.79999924;15.5;25;23.36666679;25.95000076;22.81666565;664;164;3;91.99475098;376;20;201;32
-40.0665;-7.3105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.27499962;10.58333302;72.4885788;113.2475204;29.70000076;15.10000038;14.60000038;22.28333282;21.46666718;23.63333321;20.85000038;764;193;3;96.56613159;456;23;104;87
-40.0665;-7.2695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.41666603;10.5666666;72.87356567;110.9736404;29.79999924;15.30000019;14.49999905;22.36666679;21.64999962;23.76666641;21.03333282;760;195;3;99.74940491;465;19;102;76
-40.0665;-7.2285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.10833359;10.51666641;72.52873993;111.024826;30.5;16;14.5;23;22.39999962;24.5;21.73333359;769;202;2;102.6065598;479;15;107;66
-40.0255;-14.3625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.8125;7.324999809;62.60683823;152.317337;27.39999962;15.69999981;11.69999981;22.95000076;19.93333244;23.48333359;19.76666641;960;138;42;39.01561356;366;141;300;158
-40.0255;-14.3215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.35000038;7.233333588;62.35631943;151.312439;27.89999962;16.29999924;11.60000038;23.45000076;20.48333359;24.01666641;20.31666565;978;141;41;39.35704803;372;142;309;156
-40.0255;-13.9935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.52083397;6.958333015;62.12797546;151.8590698;27;15.80000019;11.19999981;22.68333435;19.61666679;23.16666603;19.48333359;924;123;47;30.16104507;319;164;273;182
-40.0255;-13.9525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.94583321;6.708333492;62.11418915;147.1155853;28.20000076;17.39999962;10.80000114;24.03333282;21.10000038;24.54999924;20.98333359;922;122;43;32.15415573;321;153;270;174
-40.0255;-13.9115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5625;6.958333015;63.25757599;146.6772308;27.89999962;16.89999962;11;23.66666794;20.73333359;24.14999962;20.60000038;897;118;40;32.04180145;311;150;261;170
-40.0255;-13.8705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.95416641;7.091666698;63.31845856;149.6884308;28.39999962;17.20000076;11.19999886;24.10000038;21.08333397;24.56666565;20.95000076;891;116;40;32.04998016;307;146;261;167
-40.0255;-13.8295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.25;7.083333492;63.24404526;149.0423889;27.70000076;16.5;11.20000076;23.38333321;21.18333435;23.86666679;20.25;955;120;49;26.76994324;314;173;271;198
-40.0255;-7.3925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.09583282;10.65833378;72.50566864;116.3352966;29.5;14.80000019;14.69999981;22.20000076;22.11666679;23.43333435;20.60000038;778;187;6;89.98540497;446;27;192;54
-40.0255;-7.0645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.62916756;10.54166603;72.70114899;113.1061096;32.20000076;17.70000076;14.5;24.28333282;24.11666679;26.10000038;23.28333282;785;203;3;100.5077591;484;16;112;70
-39.9845;-13.9115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.875;6.900000095;62.1621666;151.3049316;26.39999962;15.30000019;11.09999943;22.01666641;19.70000076;22.53333282;18.88333321;1035;127;60;23.07386971;331;196;290;226
-39.9845;-4.0715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.72083282;10.50833321;80.83333588;63.65599442;32.5;19.5;13;25.43333435;25.96666718;26.48333359;25;684;187;1;119.8515472;477;3;80;124
-39.9845;-2.9645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27.35416603;10.47499943;81.20155334;61.84503937;34;21.10000038;12.89999962;26.80000114;27.58333397;28.10000038;26.66666794;1218;318;2;115.5611877;816;10;34;277
-39.9435;-16.3305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.33749962;9.258333206;67.08937836;159.4610748;28.79999924;15;13.79999924;23.56666565;20.10000038;24.06666565;20.10000038;892;115;43;32.64482498;325;151;255;151
-39.9435;-16.0435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.31666565;9.683333397;65.42792511;172.4730988;31.10000038;16.29999924;14.80000114;25.64999962;21.88333321;26.10000038;21.88333321;853;130;32;45.19555283;337;120;257;120
-39.9435;-16.0025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.57083321;9.475000381;64.45578766;173.0929718;31.39999962;16.70000076;14.69999886;25.88333321;22.13333321;26.38333321;22.13333321;832;128;31;47.15320587;331;113;253;113
-39.9435;-4.0715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;26.02499962;10.5;80.7692337;63.83572769;32.79999924;19.79999924;13;25.73333359;26.26666641;26.79999924;25.29999924;658;182;1;120.730072;464;3;77;114
-39.9435;-3.0465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.12916565;10.375;81.05467987;60.9567337;33.70000076;20.89999962;12.80000114;26.61666679;27.33333206;27.86666679;26.45000076;1132;300;2;116.6299896;762;8;115;255
-39.9435;-2.9645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27.41250038;10.4416666;80.94316864;63.42943192;34.09999847;21.20000076;12.89999771;26.83333397;28;28.18333244;26.71666718;1199;313;2;115.3985367;808;8;116;287
-39.9025;-12.7635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.90833282;8.316666603;67.61518097;149.1618195;29;16.70000076;12.29999924;24.11666679;21.03333282;24.46666718;20.89999962;526;84;10;61.37115479;220;41;213;47
-39.9025;-9.1965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.41250038;11.64166641;72.76042175;168.3222809;32.29999924;16.29999924;16;25.89999962;22.39999962;25.98333359;22;468;100;2;91.7506485;255;10;219;15
-39.9025;-9.1555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.61249924;11.82499981;72.99382782;168.9287872;32.70000076;16.5;16.20000076;26.10000038;22.60000038;26.18333435;22.20000076;450;99;2;93.43103027;249;9;211;12
-39.9025;-8.9915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.70000076;12;74.07407379;167.2504883;32.70000076;16.5;16.20000076;26.16666603;22.71666718;26.26666641;22.29999924;382;100;2;101.246048;223;9;168;13
-39.9025;-6.8185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.58749962;10.44166756;74.58332825;111.4190598;32.90000153;18.89999962;14.00000191;25.13333321;25.21666718;27;24.28333282;739;200;4;105.5549927;475;16;83;77
-39.9025;-3.0055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27.28333282;10.36666679;80.36174774;61.98727036;33.90000153;21;12.90000153;26.75;27.85000038;28.03333282;26.58333397;1177;310;2;115.1572037;793;9;116;282
-39.8615;-8.9915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.70833397;12.25;73.79517365;171.0108185;32.90000153;16.29999924;16.60000229;26.18333244;22.68333244;26.29999924;22.25;375;98;2;102.5612869;222;8;169;11
-39.8205;-13.3785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.16250038;7.591666698;64.88603973;151.0136261;27;15.30000019;11.69999981;22.66666603;19.25;22.76666641;19.14999962;1052;116;61;20.9529171;321;202;317;223
-39.8205;-13.2965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21.82916641;7.474999905;63.8888855;151.1690674;27.70000076;16;11.70000076;23.33333397;19.91666603;23.45000076;19.81666565;952;109;49;27.11882401;308;167;307;185
-39.8205;-10.7135;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.23333359;10.5666666;70.9172287;174.8939209;29.79999924;14.89999962;14.89999962;23.54999924;21.25;23.96666718;19.78333282;795;100;26;33.68328857;263;101;260;184
-39.8205;-9.0325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;24.39166641;12.19999981;73.49398041;172.5982361;32.59999847;16;16.59999847;25.91666603;22.35000038;26;21.91666603;409;97;1;98.60793304;236;7;192;10
-39.8205;-8.7865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24.46249962;11.9416666;73.26176453;166.8304138;32.5;16.20000076;16.29999924;25.85000038;22.5;26;22.06666756;438;111;2;97.69215393;255;9;143;15
-39.8205;-7.6385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.74583244;10.50833321;71.00225067;134.6790619;31.20000076;16.39999962;14.80000114;24.13333321;23.54999924;25.23333359;21.91666603;776;179;7;84.42282104;423;32;206;61
-39.8205;-6.9005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.17083359;10.57500076;73.43749237;113.7472916;31.70000076;17.29999924;14.40000153;23.83333397;23.66666794;25.60000038;22.79999924;853;218;5;100.8925476;531;22;109;84
-39.7795;-9.1965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.28333282;11.88333321;72.45934296;177.0636139;32.40000153;16;16.40000153;25.85000038;22.14999962;25.93333435;21.75;458;89;1;94.25036621;253;8;232;9
-39.7795;-9.1555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.27499962;11.98333359;73.06909943;175.7645874;32.40000153;16;16.40000153;25.51666641;22.14999962;25.93333435;21.76666641;482;92;2;89.56365204;260;12;232;19
-39.7795;-4.5635;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.93333244;9.583333969;79.20111084;68.46809387;30.29999924;18.20000076;12.09999847;23.46666718;24.43333435;24.76666641;23.08333206;744;183;2;104.7684631;469;9;83;190
-39.7385;-9.4015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23.89583397;11.875;71.53614807;183.9275818;32.09999847;15.5;16.59999847;25.61666679;21.66666603;25.64999962;21.28333282;490;96;3;83.74808502;251;15;226;25
-39.7385;-7.6385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.02916718;10.95833302;70.6989212;140.1048126;31.79999924;16.29999924;15.5;24.38333321;22.78333282;25.60000038;22.14999962;761;179;7;87.2722168;423;32;207;51
-39.7385;-7.3515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21.5;10.39999962;72.22222137;118.7625656;28.70000076;14.30000019;14.40000057;21.70000076;21.45000076;22.85000038;19.93333244;924;213;11;84.86401367;513;41;199;90
-39.7385;-7.2285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.61666679;10.1833334;72.73809814;112.0132523;30.70000076;16.70000076;14;23.60000038;22.85000038;24.93333435;22.20000076;919;234;4;101.1040039;568;22;112;95
-39.7385;-6.9825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.40416718;10.4416666;73.53286743;112.5218887;31.79999924;17.60000038;14.19999886;24.10000038;23.89999962;25.79999924;23.03333282;920;233;5;101.8867416;575;21;115;87
-39.6975;-7.5565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.98749924;10.85833359;69.60470581;143.908493;31.79999924;16.20000076;15.59999847;24.26666641;23.86666679;25.63333321;22.08333397;842;191;10;85.41290283;461;38;224;64
-39.6975;-7.4745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22.52916718;10.22499943;69.55782318;134.9824829;29.89999962;15.19999981;14.69999981;22.81666756;22.41666603;24.04999924;20.73333359;902;202;11;80.71963501;480;43;202;102
-39.6975;-7.3925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.42083359;10.47500038;71.7465744;122.5571823;28.70000076;14.10000038;14.60000038;21.66666603;21.31666565;22.81666565;19.79999924;937;213;11;83.16220093;515;43;200;99
-39.6975;-7.1875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;23.10416603;10.22499943;73.0357132;112.7236862;30.20000076;16.20000076;14;23.03333282;22.36666679;24.43333435;21.68333435;952;238;6;98.39585876;582;30;117;107
-39.6975;-7.1465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22.77499962;10.33333397;72.76995087;114.5644073;30.10000038;15.89999962;14.20000076;22.61666679;22.10000038;24.14999962;21.35000038;966;237;8;95.63041687;582;37;117;120
-39.6975;-7.1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.01250076;10.52500057;73.60139465;114.6164856;32.40000153;18.10000038;14.30000114;24.76666641;24.43333435;26.41666794;23.60000038;952;235;4;102.5323029;597;19;115;90
-39.6975;-4.3585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.10416603;9.374999046;77.4793396;63.54876709;28.29999924;16.20000076;12.09999847;21.76666641;22.51666641;22.88333321;21.33333397;958;217;6;97.85905457;577;22;117;253
-39.6155;-10.9595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;24.35416603;11.35833359;71.88818359;175.5440674;32.40000153;16.60000038;15.80000114;26.10000038;23.36666679;26.10000038;21.89999962;601;83;13;42.97341919;207;66;207;106
-39.6155;-7.3515;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.70416641;10.74166679;72.5788269;120.3302002;29.10000038;14.30000019;14.80000019;21.86666679;21.66666603;23.10000038;20.14999962;975;225;12;85.84861755;548;45;221;90
-39.5745;-15.3875;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.55416679;7.341666698;63.2902298;152.0833893;25;13.39999962;11.60000038;20.75;18.56666565;21.23333359;17.5;1299;143;84;17.15595245;379;279;309;336
-39.5745;-7.3925;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.65833282;10.76666641;71.777771;122.9898911;29.20000076;14.19999981;15.00000095;21.86666679;21.60000038;23.06666756;20.04999924;996;223;13;83.33178711;549;49;230;97
-39.5745;-7.2285;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.28333282;10.28333378;73.45237732;111.789856;28.20000076;14.19999981;14.00000095;21.45000076;21.25;22.56666565;19.83333397;1008;238;12;89.40050507;584;46;227;81
-39.5745;-4.8095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25.57916641;9.541666985;79.51389313;71.58776093;31.89999962;19.89999962;12;25.08333206;26.13333321;26.43333244;24.68333435;706;178;1;105.1243286;454;5;73;197
-39.5745;-4.3175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;25.67499924;9.199999809;78.63247681;58.79473114;31.70000076;20;11.70000076;25.66666603;26.08333397;26.38333321;24.94999886;774;208;1;112.1818695;516;5;99;152
-39.5335;-15.3875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.25416565;7.391666412;62.64124298;153.4964752;28.79999924;17;11.79999924;23.89999962;21.5;24.96666718;21.20000076;1244;143;79;20.60174179;391;266;306;274
-39.5335;-13.0095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22.51250076;6.675000191;61.80556107;149.9109497;28;17.20000076;10.79999924;24.14999962;21.31666565;24.14999962;20.54999924;973;103;52;22.10334206;304;170;304;227
-39.5335;-3.2925;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.72500038;9.5;80.508461;57.10834885;32.70000076;20.89999962;11.80000114;26.38333321;27.14999962;27.43333435;26.04999924;1159;289;4;109.4572525;742;16;120;282
